emdb_id,resolution,fitted_pdbs
EMD-16391,2.7,8c2i
EMD-16379,2.9,8c1p
EMD-35446,3.07,8ihj
EMD-40503,2.98,8si9
EMD-40239,3.2,8s9c
EMD-35500,2.1,8ijv
EMD-17393,2.95,8p3s
EMD-35427,2.85,8ifz
EMD-17357,3.17,8p23
EMD-15662,3.44,8att
EMD-34728,3.21,8hfy
EMD-36684,2.94,8jwi
EMD-17392,2.95,8p3q
EMD-35502,2.08,8ijx
EMD-35453,2.5,8ihr
EMD-16380,2.82,8c1q
EMD-35444,3.06,8ihh
EMD-34729,2.71,8hfz
EMD-16390,2.64,8c2h
EMD-40462,2.65,8sgo
EMD-17252,2.7,8ox1
EMD-33980,3.1,7yo3
EMD-35454,2.5,8ihs
EMD-16382,3.0,8c1s
EMD-17106,3.21,8oq6
EMD-35443,2.97,8ihf
EMD-35426,2.55,8ify
EMD-17692,3.46,8piv
EMD-35543,3.05,8ilr
EMD-34156,3.0,8gn7
EMD-34171,3.09,8go3
EMD-35452,2.71,8ihq
EMD-17511,1.9,8p6y
EMD-17108,2.9,8oq8
EMD-33274,3.0,7xl8
EMD-17547,3.49,8p8j
EMD-17508,1.9,8p6v
EMD-35501,2.19,8ijw
EMD-15664,3.39,8atv
EMD-28906,1.94,8f7k
EMD-17110,2.9,8oqa
EMD-35447,3.21,8ihk
EMD-29677,2.83,8g1u
EMD-40680,2.98,8spo
EMD-15799,2.52,8b11
EMD-15806,2.2,8b2l
EMD-15953,2.8,8bb1
EMD-40676,2.79,8sp8
EMD-29043,2.7,8ffi
EMD-15798,2.79,8b0y
EMD-16355,2.7,8c06
EMD-16184,2.9,8bqs
EMD-40672,3.33,8sp0
EMD-15801,1.86,8b12
EMD-40713,3.28,8squ
EMD-15129,3.0,8a40
EMD-15603,3.0,8ari
EMD-16356,3.3,8c07
EMD-15556,3.47,8ap1
EMD-15482,2.77,8ajl
EMD-17575,2.97,8p98
EMD-16029,2.11,8bge
EMD-16059,2.21,8bhl
EMD-33929,3.3,7ymi
EMD-16065,2.37,8bhp
EMD-34858,2.9,8hkq
EMD-16416,3.2,8c44
EMD-34855,2.95,8hkm
EMD-26165,2.99,7ty4
EMD-17452,2.17,8p5t
EMD-15544,2.85,8any
EMD-17454,2.07,8p5v
EMD-14245,3.3,7r2k
EMD-16082,2.04,8bim
EMD-26168,3.37,7ty7
EMD-34851,2.66,8hkf
EMD-36607,3.3,8jrv
EMD-17404,3.2,8p4b
EMD-15618,3.15,8asl
EMD-35575,2.85,8imx
EMD-16031,2.88,8bgh
EMD-17456,2.29,8p5x
EMD-15270,2.64,8a95
EMD-26167,2.98,7ty6
EMD-41268,3.1,8thl
EMD-41267,2.6,8thk
EMD-34827,3.18,8hir
EMD-17574,2.75,8p97
EMD-16114,3.22,8blw
EMD-26169,3.18,7ty8
EMD-34853,2.84,8hkk
EMD-16081,2.04,8bil
EMD-34063,2.99,7yrn
EMD-16888,2.28,8oi8
EMD-15522,3.1,8am5
EMD-34847,2.64,8hk6
EMD-15621,2.9,8asp
EMD-26171,3.07,7tya
EMD-17455,2.26,8p5w
EMD-17453,2.17,8p5u
EMD-33865,2.96,7yix
EMD-34053,3.2,7yrd
EMD-35576,3.22,8imy
EMD-15475,2.59,8aja
EMD-17310,3.22,8ozi
EMD-17308,3.37,8ozg
EMD-29312,2.2,8fng
EMD-29720,2.87,8g4h
EMD-29309,3.0,8fnd
EMD-29307,2.8,8fn7
EMD-28997,2.87,8fcw
EMD-36474,3.07,8jpb
EMD-36475,3.07,8jpc
EMD-40040,2.3,8ghc
EMD-16116,3.4,8bm0
EMD-41156,2.8,8tco
EMD-36478,3.02,8jpf
EMD-29715,3.19,8g47
EMD-36477,2.91,8jpe
EMD-28993,3.19,8fcu
EMD-29321,2.2,8fnp
EMD-17756,2.92,8pm2
EMD-16094,2.7,8bka
EMD-16117,2.7,8bm1
EMD-35371,3.0,8idy
EMD-29719,2.91,8g4f
EMD-34123,3.0,7yvc
EMD-35370,2.8,8idt
EMD-28626,3.33,8evc
EMD-35692,3.0,8isj
EMD-16962,2.84,8olt
EMD-40041,2.2,8ghd
EMD-16115,3.2,8bly
EMD-29315,2.4,8fnj
EMD-28279,3.22,8enu
EMD-16093,2.1,8bk9
EMD-16889,2.3,8oid
EMD-40882,2.9,8syl
EMD-28998,3.04,8fcx
EMD-29317,2.8,8fnl
EMD-16106,2.7,8blc
EMD-34193,3.0,8gpi
EMD-16845,2.94,8of4
EMD-15849,3.32,8b4i
EMD-16095,2.2,8bkb
EMD-29313,2.5,8fnh
EMD-35639,3.2,8ipd
EMD-16100,2.3,8bl2
EMD-33184,3.0,7xg3
EMD-29713,3.02,8g42
EMD-33180,3.0,7xfz
EMD-29322,2.8,8fnq
EMD-35597,3.0,8inf
EMD-35599,3.2,8ink
EMD-33402,2.83,7xqw
EMD-29318,2.8,8fnm
EMD-36476,2.81,8jpd
EMD-16965,2.39,8om1
EMD-16963,2.59,8olu
EMD-34122,2.9,7yvb
EMD-33183,2.8,7xg2
EMD-35651,3.2,8ipy
EMD-33726,3.45,7ybm
EMD-27921,3.1,8e6k
EMD-16119,3.4,8bmo
EMD-16099,2.3,8bkz
EMD-35693,3.3,8isk
EMD-15973,2.73,8bd3
EMD-28624,3.33,8eva
EMD-33578,2.8,7y21
EMD-35085,3.4,8hya
EMD-35672,3.3,8ir1
EMD-29319,2.7,8fnn
EMD-28994,2.95,8fcv
EMD-40042,2.05,8ghe
EMD-16125,2.5,8bmt
EMD-33181,2.6,7xg0
EMD-33592,2.8,7y3e
EMD-28623,3.33,8ev9
EMD-40039,2.76,8ghb
EMD-35596,3.2,8ine
EMD-16118,2.8,8bmd
EMD-28622,3.11,8ev8
EMD-29320,2.46,8fno
EMD-34414,3.3,8h0q
EMD-28810,2.2,8f2a
EMD-16124,2.6,8bms
EMD-35300,3.16,8iad
EMD-34368,2.5,8gy2
EMD-36593,2.57,8jr9
EMD-35018,2.87,8htu
EMD-36137,3.27,8jax
EMD-28812,2.0,8f2b
EMD-33650,3.12,7y71
EMD-16882,3.4,8ohn
EMD-33182,3.3,7xg1
EMD-35489,3.13,8ijm
EMD-28759,1.9,8f0k
EMD-33883,3.08,7yk1
EMD-40047,3.2,8ghr
EMD-16620,2.2,8cf8
EMD-28758,2.0,8f0j
EMD-16120,3.2,8bmp
EMD-34402,2.8,8gzr
EMD-28891,3.25,8f6x
EMD-34369,2.7,8gy3
EMD-35299,2.96,8iab
EMD-16652,1.66,8cgv
EMD-35415,3.1,8iff
EMD-29449,1.85,8fto
EMD-16520,2.06,8ca7
EMD-17010,2.93,8ooc
EMD-34755,2.8,8hh8
EMD-40063,2.84,8gi9
EMD-34753,2.9,8hh6
EMD-35671,3.32,8iqi
EMD-16526,2.08,8cai
EMD-28788,3.49,8f19
EMD-17006,2.8,8oo7
EMD-40062,2.88,8gi8
EMD-16644,1.89,8cgi
EMD-40229,2.8,8gmp
EMD-16530,1.86,8cam
EMD-16615,1.82,8cf1
EMD-17007,3.2,8oo9
EMD-16536,2.11,8caz
EMD-16650,2.12,8cgr
EMD-34752,2.9,8hh5
EMD-34754,2.5,8hh7
EMD-16641,1.98,8cgd
EMD-17012,2.9,8oof
EMD-40989,3.4,8t2v
EMD-40230,3.36,8gmq
EMD-17027,3.29,8oos
EMD-17028,2.85,8oot
EMD-16651,1.89,8cgu
EMD-17025,2.7,8oop
EMD-17026,2.87,8oor
EMD-28796,3.28,8f1e
EMD-29497,3.08,8fw5
EMD-40988,3.1,8t2u
EMD-16613,1.83,8ceu
EMD-16389,2.785,8c29
EMD-16645,1.79,8cgj
EMD-33822,3.3,7yh7
EMD-27638,3.0,8dpm
EMD-35999,2.5,8j62
EMD-16612,2.04,8cep
EMD-33841,3.09,7yhw
EMD-35240,3.1,8i87
EMD-27596,3.2,8dok
EMD-33642,3.34,7y6k
EMD-34751,3.1,8hh4
EMD-27566,3.0,8dng
EMD-34757,3.4,8hha
EMD-28597,3.04,8ets
EMD-28601,2.64,8etw
EMD-34412,2.8,8h0i
EMD-27637,2.53,8dpl
EMD-34409,2.66,8h06
EMD-33870,3.14,7yj3
EMD-34138,3.2,7yvu
EMD-16646,1.64,8cgk
EMD-27628,3.46,8dp1
EMD-28599,2.8,8etu
EMD-34120,2.94,7yv8
EMD-17751,3.2,8pkp
EMD-34748,2.9,8hh1
EMD-27577,2.8,8dnr
EMD-17367,2.9,8p2k
EMD-33820,3.4,7yh6
EMD-34760,3.3,8hhc
EMD-34749,3.0,8hh2
EMD-34217,3.29,8gry
EMD-34263,3.1,8gtq
EMD-34259,3.2,8gto
EMD-29267,2.89,8fl4
EMD-29255,2.88,8fks
EMD-40973,3.3,8t1o
EMD-29275,2.58,8fld
EMD-28976,3.47,8fc8
EMD-27801,2.9,8dzj
EMD-29815,2.5,8g7l
EMD-29818,3.4,8g7o
EMD-35724,2.67,8iuk
EMD-35726,3.14,8ium
EMD-29258,2.47,8fkv
EMD-29816,3.2,8g7m
EMD-28609,3.48,8eu9
EMD-29273,2.55,8flb
EMD-29254,2.89,8fkr
EMD-29271,2.75,8fl9
EMD-33575,3.3,7y1y
EMD-29269,2.55,8fl7
EMD-17669,2.34,8pho
EMD-29268,2.62,8fl6
EMD-29817,2.7,8g7n
EMD-28978,3.41,8fca
EMD-29276,2.48,8fle
EMD-35725,2.78,8iul
EMD-29261,2.67,8fky
EMD-33576,3.4,7y1z
EMD-29725,2.95,8g4m
EMD-35984,1.19,8j5a
EMD-29266,2.53,8fl3
EMD-29274,2.76,8flc
EMD-34261,3.1,8gtp
EMD-29256,2.81,8fkt
EMD-29253,2.76,8fkq
EMD-29277,2.65,8flf
EMD-29930,2.94,8gcc
EMD-29257,2.82,8fku
EMD-29731,2.81,8g4t
EMD-28975,3.3,8fc7
EMD-28613,3.41,8euf
EMD-29252,2.85,8fkp
EMD-29265,2.67,8fl2
EMD-29260,2.59,8fkx
EMD-16317,3.4,8bxf
EMD-29262,3.04,8fkz
EMD-29272,2.63,8fla
EMD-29263,2.91,8fl0
EMD-29259,2.5,8fkw
EMD-16452,2.8,8c6j
EMD-29665,2.8,8g1a
EMD-33924,2.92,7ym8
EMD-32484,3.4,7wge
EMD-33930,3.35,7ymj
EMD-27459,3.18,8djb
EMD-40960,3.35,8t1d
EMD-33734,3.1,7yc5
EMD-40961,2.77,8t1e
EMD-40958,3.0,8t1b
EMD-33869,2.9,7yj2
EMD-33738,3.18,7ycg
EMD-27383,3.3,8de3
EMD-40184,2.7,8gkh
EMD-16493,3.2,8c8t
EMD-40959,3.49,8t1c
EMD-33729,2.2,7ybu
EMD-33740,2.98,7yci
EMD-33639,2.7,7y6f
EMD-13981,2.63,7qi5
EMD-33739,3.09,7ych
EMD-33864,2.9,7yiu
EMD-40962,3.49,8t1f
EMD-27384,2.9,8de4
EMD-16155,2.8,8bpo
EMD-35592,3.0,8in8
EMD-16678,3.0,8cim
EMD-40874,2.94,8syi
EMD-33645,3.3,7y6p
EMD-33866,2.7,7yiy
EMD-27854,2.35,8e32
EMD-36459,3.0,8jol
EMD-34130,3.2,7yvk
EMD-34133,3.4,7yvn
EMD-27879,2.53,8e44
EMD-17114,3.1,8or0
EMD-29978,3.0,8gf5
EMD-27880,2.3,8e45
EMD-27857,2.27,8e35
EMD-27852,1.91,8e30
EMD-34124,3.4,7yve
EMD-27855,2.23,8e33
EMD-27883,2.27,8e48
EMD-16144,3.2,8bon
EMD-27868,2.25,8e3m
EMD-35612,2.36,8io9
EMD-27876,2.13,8e41
EMD-27404,2.48,8dfc
EMD-28869,3.2,8f5z
EMD-27405,2.12,8dfd
EMD-27881,2.32,8e46
EMD-17115,3.2,8or2
EMD-27882,2.32,8e47
EMD-35613,2.63,8ioa
EMD-29299,3.37,8fmx
EMD-35609,2.68,8io6
EMD-27867,2.35,8e3l
EMD-27877,2.29,8e42
EMD-33685,2.9,7y8t
EMD-35617,2.86,8ioe
EMD-34134,3.3,7yvo
EMD-35611,2.17,8io8
EMD-27869,1.99,8e3o
EMD-36409,3.09,8jlz
EMD-33686,3.0,7y8y
EMD-27878,2.09,8e43
EMD-34126,3.4,7yvg
EMD-27858,2.38,8e36
EMD-35610,2.62,8io7
EMD-17116,2.9,8or3
EMD-27884,2.05,8e49
EMD-27396,3.3,8der
EMD-36171,3.3,8jd0
EMD-28999,3.4,8fcy
EMD-29014,3.3,8fdu
EMD-27825,2.9,8e1m
EMD-36165,2.8,8jcu
EMD-28988,3.31,8fco
EMD-36173,2.8,8jd2
EMD-35683,3.2,8irr
EMD-33887,2.0,7yk5
EMD-35930,3.3,8j1q
EMD-28532,3.1,8epp
EMD-40346,2.7,8scx
EMD-28961,2.3,8faz
EMD-34902,2.77,8hmp
EMD-36170,3.0,8jcz
EMD-16713,3.2,8cli
EMD-28531,2.8,8epn
EMD-27317,2.26,8dby
EMD-36167,3.0,8jcw
EMD-34480,3.07,8h4l
EMD-29716,3.1,8g4c
EMD-28987,2.95,8fcn
EMD-29917,3.11,8gbj
EMD-36177,3.4,8jd6
EMD-29003,2.9,8fd6
EMD-16717,3.4,8cll
EMD-15577,3.2,8apo
EMD-29690,3.4,8g3a
EMD-36174,3.3,8jd3
EMD-36168,3.0,8jcx
EMD-28992,3.42,8fct
EMD-36169,2.9,8jcy
EMD-28533,3.3,8epq
EMD-28983,3.27,8fcm
EMD-17205,3.4,8ouy
EMD-35914,3.23,8j19
EMD-34066,3.0,7yry
EMD-35686,3.2,8iru
EMD-35830,2.95,8iys
EMD-34644,2.51,8hbv
EMD-36175,2.9,8jd4
EMD-40050,3.05,8ght
EMD-16714,3.2,8clj
EMD-34645,2.57,8hbw
EMD-34478,3.06,8h4i
EMD-35945,3.4,8j26
EMD-17206,2.2,8ouz
EMD-29012,3.2,8fdt
EMD-35928,2.51,8j1n
EMD-34479,3.1,8h4k
EMD-35913,2.89,8j18
EMD-28845,3.4,8f3c
EMD-29640,3.4,8g00
EMD-36166,3.4,8jcv
EMD-29413,2.94,8fs4
EMD-29365,2.52,8fpi
EMD-16212,2.48,8brd
EMD-16899,2.9,8oit
EMD-29416,2.85,8fs7
EMD-27739,3.2,8dvi
EMD-16897,3.1,8oir
EMD-35197,2.9,8i5x
EMD-15090,2.73,8a1v
EMD-27707,2.7,8dtp
EMD-29417,3.04,8fs8
EMD-16898,3.0,8ois
EMD-29414,2.76,8fs5
EMD-34305,2.9,8gw8
EMD-35631,2.7,8ip4
EMD-17539,3.36,8p82
EMD-25707,3.4,7t5q
EMD-33850,3.3,7yi3
EMD-40557,2.93,8sk7
EMD-33845,3.2,7yi0
EMD-34373,2.96,8gym
EMD-33849,3.4,7yi2
EMD-29412,2.93,8fs3
EMD-15093,3.3,8a1y
EMD-27260,2.71,8d9f
EMD-35975,3.0,8j4f
EMD-34084,3.03,7ysw
EMD-29534,2.7,8fxi
EMD-35198,2.6,8i5y
EMD-35630,2.6,8ip3
EMD-15091,2.56,8a1w
EMD-34443,2.59,8h2t
EMD-29366,2.74,8fpj
EMD-33563,3.0,7y1j
EMD-35194,2.7,8i5g
EMD-35633,2.9,8ip6
EMD-15088,3.37,8a1t
EMD-15026,2.08,7zyl
EMD-29415,2.9,8fs6
EMD-35641,3.0,8ipr
EMD-27261,2.57,8d9g
EMD-35193,2.7,8i5b
EMD-27737,3.3,8dvf
EMD-35632,2.5,8ip5
EMD-28580,3.3,8esv
EMD-27719,2.9,8due
EMD-27692,3.34,8dt8
EMD-34209,2.5,8grn
EMD-34214,3.3,8grs
EMD-15092,3.2,8a1x
EMD-27205,2.8,8d55
EMD-16428,3.23,8c4t
EMD-28181,3.13,8ejg
EMD-35685,2.7,8irt
EMD-15773,2.14,8azw
EMD-33448,2.2,7xtg
EMD-35684,3.0,8irs
EMD-33527,2.78,7xzh
EMD-33504,3.0,7xxi
EMD-27207,3.1,8d5a
EMD-40177,3.44,8gk0
EMD-15292,2.7,8aa3
EMD-28576,2.9,8esk
EMD-16430,3.14,8c4v
EMD-27030,2.74,8cww
EMD-27441,2.62,8dis
EMD-28933,2.79,8f8q
EMD-28936,3.26,8f8t
EMD-28893,2.7,8f6z
EMD-35687,3.1,8irv
EMD-32770,3.4,7wt7
EMD-32993,3.3,7x3u
EMD-28184,3.22,8ejj
EMD-16429,3.36,8c4u
EMD-28594,3.2,8etm
EMD-28826,2.9,8f2s
EMD-33503,2.9,7xxh
EMD-27206,3.0,8d56
EMD-15674,2.38,8auv
EMD-15290,2.9,8aa1
EMD-33514,2.12,7xy9
EMD-15291,3.1,8aa2
EMD-28577,3.2,8esm
EMD-28892,2.79,8f6y
EMD-28934,3.3,8f8r
EMD-15289,3.2,8aa0
EMD-28935,2.84,8f8s
EMD-27763,3.13,8dww
EMD-35762,3.49,8iw4
EMD-33963,3.33,7ynj
EMD-40179,3.12,8gk4
EMD-35705,3.46,8itf
EMD-29705,2.9,8g3n
EMD-28254,2.1,8emm
EMD-29712,2.8,8g40
EMD-35763,2.97,8iw7
EMD-33962,3.26,7yni
EMD-34581,2.77,8h9t
EMD-34849,2.49,8hkc
EMD-29707,2.5,8g3p
EMD-27103,3.14,8czz
EMD-35765,3.4,8iwe
EMD-29711,2.3,8g3z
EMD-40508,2.9,8sik
EMD-40220,3.1,8glv
EMD-15883,2.6,8b6w
EMD-34833,3.0,8hj5
EMD-40093,3.44,8gjl
EMD-29706,3.1,8g3o
EMD-27695,3.14,8dtb
EMD-15553,2.48,8aov
EMD-34582,2.61,8h9u
EMD-34167,3.1,8gnk
EMD-26832,3.1,7uwh
EMD-40092,3.16,8gjk
EMD-34411,3.2,8h08
EMD-34568,2.77,8h9i
EMD-29686,3.1,8g30
EMD-34583,3.02,8h9v
EMD-27767,3.18,8dwy
EMD-35410,3.1,8if8
EMD-28588,3.45,8et8
EMD-29710,2.2,8g3v
EMD-34410,2.9,8h07
EMD-14989,3.4,7zvw
EMD-26830,2.9,7uwe
EMD-16376,3.22,8c0z
EMD-29704,3.0,8g3m
EMD-15011,3.06,7zxn
EMD-34564,2.53,8h9e
EMD-34572,2.61,8h9l
EMD-27765,3.27,8dwx
EMD-29248,3.4,8fk5
EMD-35771,3.17,8iwm
EMD-34576,3.02,8h9p
EMD-15882,3.1,8b6v
EMD-29709,2.3,8g3r
EMD-27680,2.84,8drp
EMD-29708,2.3,8g3q
EMD-34580,2.53,8h9s
EMD-28650,2.93,8ex4
EMD-35622,2.5,8ios
EMD-27940,3.2,8e7s
EMD-16972,3.29,8oma
EMD-26996,1.91,8cu8
EMD-40430,3.17,8sev
EMD-27172,2.91,8d42
EMD-28376,3.4,8eoi
EMD-28185,3.4,8ejk
EMD-33603,2.85,7y48
EMD-40426,3.42,8ser
EMD-28375,3.3,8eog
EMD-35626,3.29,8iov
EMD-16525,3.0,8cah
EMD-27155,2.65,8d37
EMD-35623,2.51,8iot
EMD-29343,2.66,8foa
EMD-17184,3.3,8ott
EMD-27589,3.22,8do3
EMD-28177,3.0,8ejc
EMD-40433,2.99,8sey
EMD-27586,2.86,8do0
EMD-16533,3.3,8cas
EMD-29344,2.71,8fob
EMD-40431,2.89,8sew
EMD-40435,2.9,8sf0
EMD-40425,3.4,8seq
EMD-17183,3.3,8ots
EMD-28691,2.7,8eyk
EMD-27154,2.46,8d33
EMD-40052,2.8,8ghv
EMD-28268,3.3,8emx
EMD-27587,3.01,8do1
EMD-25201,1.98,7smk
EMD-16964,3.1,8olx
EMD-28011,3.3,8ec0
EMD-16973,3.43,8omo
EMD-28164,2.8,8eit
EMD-35722,3.4,8iuh
EMD-28690,2.7,8eyi
EMD-35624,3.18,8iou
EMD-35967,3.07,8j3w
EMD-27163,3.04,8d3r
EMD-40432,2.84,8sex
EMD-40428,3.42,8set
EMD-35169,3.08,8i4c
EMD-35968,3.17,8j3z
EMD-40182,2.45,8gkc
EMD-16971,3.32,8om9
EMD-33021,3.15,7x6c
EMD-40429,3.0,8seu
EMD-40422,3.49,8sen
EMD-16974,3.11,8omq
EMD-27588,2.95,8do2
EMD-35167,3.4,8i4a
EMD-40498,2.46,8si4
EMD-40502,2.99,8si8
EMD-35288,3.1,8i9y
EMD-26100,2.4,7trp
EMD-40499,2.17,8si5
EMD-40500,2.44,8si6
EMD-26102,2.8,7trs
EMD-35289,2.7,8i9z
EMD-32561,3.49,7wk7
EMD-35439,3.4,8igs
EMD-35286,3.1,8i9w
EMD-35279,3.0,8i9p
EMD-35504,3.3,8ik3
EMD-26099,2.8,7trk
EMD-35290,2.7,8ia0
EMD-17085,3.28,8opq
EMD-13982,2.98,7qi6
EMD-26101,2.5,7trq
EMD-40497,2.61,8si3
EMD-27500,3.23,8dlf
EMD-40474,3.2,8sgz
EMD-40501,2.59,8si7
EMD-40504,2.91,8sia
EMD-40759,3.34,8ste
EMD-26601,2.6,7umh
EMD-35287,2.8,8i9x
EMD-35281,3.1,8i9r
EMD-35438,3.1,8igr
EMD-40496,2.19,8si2
EMD-33422,2.9,7xs6
EMD-33423,3.2,7xs7
EMD-35285,3.1,8i9v
EMD-34277,2.84,8gur
EMD-24479,2.2,7rig
EMD-27006,2.44,8cv2
EMD-27152,3.4,8d2w
EMD-14851,2.82,7zp9
EMD-34225,2.86,8gs8
EMD-26998,2.94,8cud
EMD-40044,2.7,8ghf
EMD-26985,2.8,8ctc
EMD-27149,3.4,8d2t
EMD-34846,3.0,8hk5
EMD-29684,3.44,8g2y
EMD-24577,2.7,7rmp
EMD-34470,2.73,8h3n
EMD-28101,2.97,8efv
EMD-16449,3.4,8c60
EMD-14859,3.24,7zpo
EMD-15116,3.42,8a3l
EMD-27153,3.4,8d2x
EMD-28262,2.92,8emr
EMD-34279,2.98,8gut
EMD-34842,2.9,8hk2
EMD-27150,3.3,8d2u
EMD-26986,3.42,8ctd
EMD-16149,2.8,8bpc
EMD-16148,2.8,8bpb
EMD-34469,2.48,8h3m
EMD-28263,2.65,8ems
EMD-29982,2.58,8gf9
EMD-29983,2.29,8gfa
EMD-27007,3.04,8cv3
EMD-27001,3.04,8cuj
EMD-29016,2.9,8fdw
EMD-34278,2.97,8gus
EMD-24511,2.6,7rkz
EMD-27148,2.9,8d2s
EMD-26997,2.44,8cua
EMD-16172,2.8,8bq6
EMD-34276,3.08,8guq
EMD-28264,2.92,8emt
EMD-29981,2.9,8gf8
EMD-15273,2.5,8a99
EMD-28107,3.16,8efy
EMD-29739,2.2,8g5c
EMD-29668,2.8,8g1e
EMD-28959,3.22,8fak
EMD-29740,2.5,8g5d
EMD-29669,2.4,8g1f
EMD-14146,3.1,7qtt
EMD-33512,2.99,7xy6
EMD-35092,2.9,8i02
EMD-34094,3.2,7ytw
EMD-28572,3.25,8es9
EMD-35093,3.2,8i03
EMD-15269,2.4,8a94
EMD-28271,2.64,8ene
EMD-27804,2.71,8dzp
EMD-27805,2.82,8dzq
EMD-15848,3.35,8b4h
EMD-34935,2.6,8hpo
EMD-34997,3.4,8hsh
EMD-27807,2.65,8dzs
EMD-29657,3.39,8g0l
EMD-15578,3.2,8apx
EMD-27806,2.61,8dzr
EMD-34996,3.2,8hsg
EMD-16197,2.9,8br2
EMD-25228,2.07,7snv
EMD-28214,2.83,8ekw
EMD-16444,3.35,8c5y
EMD-28570,3.04,8es7
EMD-33513,3.26,7xy7
EMD-32074,3.0,7vpx
EMD-28465,2.67,8eor
EMD-28232,3.02,8em2
EMD-28571,2.65,8es8
EMD-28756,3.35,8f0g
EMD-14758,3.0,7zk8
EMD-29287,2.76,8flu
EMD-27823,3.36,8e14
EMD-14755,2.6,7zk5
EMD-26722,2.76,7us2
EMD-34735,2.9,8hg5
EMD-33674,2.4,7y7y
EMD-26706,3.46,7ur6
EMD-14760,2.9,7zka
EMD-14754,2.6,7zk4
EMD-33401,2.68,7xqp
EMD-34736,3.44,8hg6
EMD-27871,3.1,8e3s
EMD-32952,3.3,7x1y
EMD-33737,2.94,7yca
EMD-29284,2.94,8flr
EMD-29895,3.3,8gae
EMD-15231,3.1,8a8j
EMD-33672,2.4,7y7w
EMD-34733,2.94,8hg3
EMD-15267,3.05,8a93
EMD-14757,3.2,7zk7
EMD-14756,3.1,7zk6
EMD-29283,2.55,8flq
EMD-33671,2.2,7y7v
EMD-33675,3.2,7y7z
EMD-28556,3.2,8ero
EMD-29357,2.0,8foz
EMD-33708,3.24,7yac
EMD-14670,2.98,7zdu
EMD-29759,2.54,8g60
EMD-14642,3.13,7zdc
EMD-14561,2.7,7z8r
EMD-14644,2.94,7zdf
EMD-40205,1.67,8glp
EMD-26817,2.5,7uvv
EMD-14652,3.01,7zdk
EMD-14675,3.35,7zdw
EMD-15718,3.3,8ayo
EMD-14671,3.05,7zdv
EMD-29516,3.1,8fwr
EMD-26821,2.21,7uvz
EMD-34398,2.96,8gzh
EMD-15714,3.2,8ayl
EMD-16383,2.9,8c1v
EMD-27998,3.3,8ebu
EMD-29771,2.8,8g6j
EMD-14564,2.7,7z8v
EMD-14640,3.35,7zdb
EMD-34082,3.2,7ysu
EMD-29482,2.1,8fuz
EMD-32953,3.3,7x1z
EMD-14563,3.0,7z8t
EMD-33221,3.3,7xj8
EMD-14643,3.17,7zde
EMD-14737,3.2,7zi4
EMD-16576,3.32,8cdk
EMD-26818,2.37,7uvw
EMD-29758,2.64,8g5z
EMD-27822,2.66,8e0q
EMD-29518,3.09,8fwt
EMD-33710,3.37,7yae
EMD-29848,2.6,8g8f
EMD-14684,2.94,7ze5
EMD-29760,2.94,8g61
EMD-26822,2.21,7uw1
EMD-14653,3.35,7zdl
EMD-34627,3.1,8hbf
EMD-14667,3.05,7zdr
EMD-15717,2.8,8ayn
EMD-29520,3.03,8fwv
EMD-14669,2.71,7zdt
EMD-34623,3.2,8hbe
EMD-26820,2.39,7uvy
EMD-14645,2.77,7zdg
EMD-29521,3.1,8fww
EMD-27201,2.8,8d4x
EMD-34905,2.9,8hmz
EMD-29863,3.0,8g9b
EMD-14639,3.17,7zda
EMD-29519,3.18,8fwu
EMD-26983,3.1,8ct6
EMD-27256,3.35,8d96
EMD-26819,2.35,7uvx
EMD-29517,3.23,8fws
EMD-34397,3.13,8gzg
EMD-14597,3.1,7zbz
EMD-33891,2.81,7ykd
EMD-29757,2.29,8g5y
EMD-33220,3.29,7xj6
EMD-29396,2.5,8fr6
EMD-34632,3.1,8hbh
EMD-34075,2.74,7ysh
EMD-34904,2.94,8hmy
EMD-14689,3.05,7zec
EMD-15716,3.3,8aym
EMD-32923,3.1,7x0s
EMD-32926,3.2,7x0v
EMD-29871,3.3,8g9l
EMD-40051,3.0,8ghu
EMD-28167,3.13,8eiz
EMD-34288,3.06,8gv9
EMD-28776,2.2,8f0p
EMD-29862,2.8,8g99
EMD-28778,2.9,8f0r
EMD-28163,2.62,8eis
EMD-34803,2.87,8hhl
EMD-35451,3.0,8ihp
EMD-27538,3.19,8dmh
EMD-33659,2.66,7y7b
EMD-14479,3.2,7z3n
EMD-14480,3.3,7z3o
EMD-28779,3.1,8f0s
EMD-34287,3.08,8gv8
EMD-34428,3.1,8h1j
EMD-14956,2.7,7zta
EMD-28887,3.2,8f6p
EMD-32555,3.25,7wk1
EMD-34725,2.64,8hfr
EMD-34290,2.89,8gvc
EMD-34207,3.05,8grm
EMD-27539,3.26,8dmi
EMD-16152,3.1,8bpg
EMD-14803,2.4,7znj
EMD-27078,3.14,8cyi
EMD-26610,3.09,7umz
EMD-34293,3.32,8gvh
EMD-29864,3.2,8g9f
EMD-34804,3.08,8hhm
EMD-28777,2.5,8f0q
EMD-34407,3.41,8h00
EMD-33683,2.71,7y8a
EMD-29491,2.42,8fvr
EMD-15052,2.8,8a0e
EMD-27382,2.89,8ddy
EMD-29494,2.1,8fvw
EMD-16299,3.2,8bws
EMD-33856,3.4,7yie
EMD-33855,3.4,7yid
EMD-33329,2.7,7xnx
